ID,Product_Name,Material,Price,Product_Page,MRP_Rate,Offer,Estimated_Delivery,Category,Rating,Reviews
9380,Deer Repose Showpiece (White) - Set Of Two,Resin,999,https://vaaree.com/products/deer-repose-showpiece-white-set-of-two,1499,34,2025-03-10,"Showpieces, Vases & Accent Bowls",0,2
2993,Equine Rustic Wall Art - Set Of Two,Wood,540,https://vaaree.com/products/equine-rustic-wall-art-set-of-two,2000,73,2025-03-10,Wall Decor,0,8
5853,Grateful Charm Wall Plate,Iron,808,https://vaaree.com/products/grateful-charm-wall-plate,1999,60,2025-03-15,Wall Decor,0,6
5823,Memories To Rejoice Photo Frames (Brown) - Set Of Ten,Acrylic Wood,1798,https://vaaree.com/products/memories-to-rejoice-photo-frames-brown-set-of-ten,5995,70,2025-03-10,Wall Decor,0,1
5826,Sunny Wall Art - Set Of Three,Wood,899,https://vaaree.com/products/sunny-wall-art-set-of-three,4000,78,2025-03-10,Wall Decor,0,1
7997,Jade Tulip Wall Art - Set of Two,Wood,980,https://vaaree.com/products/jade-tulip-wall-art-set-of-two,6000,84,2025-03-10,Wall Decor,0,1
5021,Tree Of Life Wall Hanging,Metal,284,https://vaaree.com/products/tree-of-life-wall-hanging,899,69,2025-03-10,Wall Decor,0,1
2382,Orange Butterfly Wall Art,Wood,980,https://vaaree.com/products/orange-butterfly-wall-art,5000,81,2025-03-10,Wall Decor,0,1
3950,Vivid Indian Heritage Wall Art - Set Of Seven,Wood,1340,https://vaaree.com/products/vivid-indian-heritage-wall-art-set-of-seven,7000,81,2025-03-10,Wall Decor,0,1
1340,Avis Leafy Wall Hook,Metal,999,https://vaaree.com/products/avis-leafy-wall-hook,1499,34,2025-03-10,Wall Decor,0,4
2045,Nauko Wall Accent - Set Of Two,Iron,775,https://vaaree.com/products/nauko-wall-accent-set-of-two,1080,29,2025-03-15,Wall Decor,0,2
9111,Umbrella Muse Wall Painting,Canvas,902,https://vaaree.com/products/umbrella-muse-wall-painting,5000,82,2025-03-10,Wall Decor,0,1
2904,Positive Vibes Hanging Bells,Metal,375,https://vaaree.com/products/postive-vibes-hanging-bells,615,39,2025-03-10,Wall Decor,0,4
6648,Calm Buddha Wall Painting,Canvas,902,https://vaaree.com/products/calm-buddha-wall-painting,5000,82,2025-03-10,Wall Decor,0,2
6575,This Is Us Photo Frame - Set Of Five,Mdf,718,https://vaaree.com/products/this-is-us-photo-frame-set-of-five,1000,29,2025-03-10,Wall Decor,0,5
3698,Shiva Meditate Wall Painting,Canvas,929,https://vaaree.com/products/shiva-meditate-wall-painting,5000,82,2025-03-10,Wall Decor,0,4
2155,Serene Splatters Wall Art - Set Of Three,Wood,980,https://vaaree.com/products/serene-splatters-wall-art-set-of-three,4000,76,2025-03-14,Wall Decor,0,8
4479,Blue Indian Floral Charm Wall Art - Set of Seven,Wood,1340,https://vaaree.com/products/blue-indian-floral-charm-wall-art-set-of-seven,7000,81,2025-03-10,Wall Decor,0,5
2100,Tribal Twisto Wall Accent - Set Of Four,Mdf,179,https://vaaree.com/products/tribal-twisto-wall-accent-set-of-eight,349,49,2025-03-10,Wall Decor,0,1
5111,Vintage Red Frames Wall Art - Set Of Eight,Mdf,1232,https://vaaree.com/products/vintage-red-frames-wall-art-set-of-eight,2354,48,2025-03-10,Wall Decor,0,1
5677,Shyam Art Painting - Set Of Two,Wood,540,https://vaaree.com/products/shyam-art-painting-set-of-two,2000,73,2025-03-10,Wall Decor,0,2
6876,Gold Leaf Tree Wall Accent,Iron,1055,https://vaaree.com/products/gold-leaf-tree-wall-accent,1470,29,2025-03-15,Wall Decor,0,3
2648,Memories Encased Photo Frame (Black) - Set Of Ten,Mdf,1027,https://vaaree.com/products/memories-encased-photo-frame-black-set-of-ten,2000,49,2025-03-10,Wall Decor,0,2
3736,Root Riva Wall Accent,Iron,1271,https://vaaree.com/products/root-riva-wall-accent,1770,29,2025-03-15,Wall Decor,0,4
5073,Patra Candle Holder Wall Decor,Metal,987,https://vaaree.com/products/patra-candle-holder-wall-decor,1500,35,2025-03-10,Wall Decor,0,1
